<?[a-z0-9._%+-]+@[a-z0-9.-]+\.[a-z]{2,4}>?	EMAIL	2
< [a-z0-9._%+-]+@[a-z0-9.-]+\.[a-z]{2,4} >	EMAIL	2
((([a-za-z]{3,9}:(?:\\?\/\\?\/)?)(?:[-;:&=\+\$,\w]+@)?[a-za-z0-9.-]+|(?:www.|[-;:&=\+\$,\w]+@)[a-za-z0-9.-]+)(?::[0-9]+)?((?:\\?\/[\+~%\\?\/.\w_-]*)?\??(?:[-\+=&;%@.\w_]*)#?(?:[.\!\\?\/\\w]*))?)	URL	1
.*\.(ca|gov|com|edu|net|org|uk|us)	URL	1
formula-room-worker	TITLE	MISC	1
forwarder	TITLE	MISC	1
foster parent	TITLE	MISC	1
foster-parent	TITLE	MISC	1
foundation maker	TITLE	MISC	1
foundation-maker	TITLE	MISC	1
foundation maker	TITLE	MISC	1
foundation-maker	TITLE	MISC	1
foundation-drill operator	TITLE	MISC	1
foundation drill operator	TITLE	MISC	1
foundation-drill-operator	TITLE	MISC	1
coreroom foundry laborer	TITLE	MISC	1
coreroom-foundry-laborer	TITLE	MISC	1
foundry metallurgist	TITLE	MISC	1
foundry-metallurgist	TITLE	MISC	1
foundry supervisor	TITLE	MISC	1
foundry-supervisor	TITLE	MISC	1
general foundry worker	TITLE	MISC	1
general-foundry-worker	TITLE	MISC	1
fountain pen turner	TITLE	MISC	1
fountain-pen-turner	TITLE	MISC	1
fountain server	TITLE	MISC	1
fountain-server	TITLE	MISC	1
four-corner-stayer-machine operator	TITLE	MISC	1
four corner stayer machine operator	TITLE	MISC	1
four-corner-stayer-machine-operator	TITLE	MISC	1
fourdrinier-machine operator	TITLE	MISC	1
fourdrinier machine operator	TITLE	MISC	1
fourdrinier-machine-operator	TITLE	MISC	1
four-h club agent	TITLE	MISC	1
four h club agent	TITLE	MISC	1
four-h-club-agent	TITLE	MISC	1
four-slide-machine operator i	TITLE	MISC	1
four slide machine operator i	TITLE	MISC	1
four-slide-machine-operator-i	TITLE	MISC	1
four-slide-machine operator ii	TITLE	MISC	1
four slide machine operator ii	TITLE	MISC	1
four-slide-machine-operator-ii	TITLE	MISC	1
four-slide-machine setter	TITLE	MISC	1
four slide machine setter	TITLE	MISC	1
four-slide-machine-setter	TITLE	MISC	1
hot knife foxing cutter	TITLE	MISC	1
hot-knife-foxing-cutter	TITLE	MISC	1
foxing painter	TITLE	MISC	1
foxing-painter	TITLE	MISC	1
automatic foxing-cutting-machine operator	TITLE	MISC	1
automatic foxing cutting machine operator	TITLE	MISC	1
automatic-foxing-cutting-machine-operator	TITLE	MISC	1
frame bander	TITLE	MISC	1
frame-bander	TITLE	MISC	1
spindle frame carver	TITLE	MISC	1
spindle-frame-carver	TITLE	MISC	1
frame changer	TITLE	MISC	1
frame-changer	TITLE	MISC	1
frame feeder	TITLE	MISC	1
frame-feeder	TITLE	MISC	1
frame hand	TITLE	MISC	1
frame-hand	TITLE	MISC	1
frame repairer	TITLE	MISC	1
frame-repairer	TITLE	MISC	1
frame straightener	TITLE	MISC	1
frame-straightener	TITLE	MISC	1
frame stripper	TITLE	MISC	1
frame-stripper	TITLE	MISC	1
frame trimmer i	TITLE	MISC	1
frame-trimmer-i	TITLE	MISC	1
frame trimmer ii	TITLE	MISC	1
frame-trimmer-ii	TITLE	MISC	1
frame wirer	TITLE	MISC	1
frame-wirer	TITLE	MISC	1
framer	TITLE	MISC	1
framer	TITLE	MISC	1
frame-table operator	TITLE	MISC	1
frame table operator	TITLE	MISC	1
frame-table-operator	TITLE	MISC	1
frame-table-operator helper	TITLE	MISC	1
frame table operator helper	TITLE	MISC	1
frame-table-operator-helper	TITLE	MISC	1
frazer	TITLE	MISC	1
freezer operator	TITLE	MISC	1
freezer-operator	TITLE	MISC	1
freezer tunnel operator	TITLE	MISC	1
freezer-tunnel-operator	TITLE	MISC	1
freezing-machine operator	TITLE	MISC	1
freezing machine operator	TITLE	MISC	1
freezing-machine-operator	TITLE	MISC	1
freezing-room worker	TITLE	MISC	1
freezing room worker	TITLE	MISC	1
freezing-room-worker	TITLE	MISC	1
delta system freight-car cleaner	TITLE	MISC	1
delta system freight car cleaner	TITLE	MISC	1
delta-system-freight-car-cleaner	TITLE	MISC	1
freight-loading supervisor	TITLE	MISC	1
freight loading supervisor	TITLE	MISC	1
freight-loading-supervisor	TITLE	MISC	1
fresh-work inspector	TITLE	MISC	1
fresh work inspector	TITLE	MISC	1
fresh-work-inspector	TITLE	MISC	1
fretted-instrument inspector	TITLE	MISC	1
fretted instrument inspector	TITLE	MISC	1
fretted-instrument-inspector	TITLE	MISC	1
hand fretted-instrument maker	TITLE	MISC	1
hand fretted instrument maker	TITLE	MISC	1
hand-fretted-instrument-maker	TITLE	MISC	1
fretted-instrument repairer	TITLE	MISC	1
fretted instrument repairer	TITLE	MISC	1
fretted-instrument-repairer	TITLE	MISC	1
friction-paint-machine tender	TITLE	MISC	1
friction paint machine tender	TITLE	MISC	1
friction-paint-machine-tender	TITLE	MISC	1
fringer	TITLE	MISC	1
fringing-machine operator	TITLE	MISC	1
fringing machine operator	TITLE	MISC	1
fringing-machine-operator	TITLE	MISC	1
frit-mixer-and-burner	TITLE	MISC	1
frit mixer and burner	TITLE	MISC	1
lockstitch front maker	TITLE	MISC	1
lockstitch-front-maker	TITLE	MISC	1
lockstitch front-edge-tape sewer	TITLE	MISC	1
lockstitch front edge tape sewer	TITLE	MISC	1
lockstitch-front-edge-tape-sewer	TITLE	MISC	1
front-end loader operator	TITLE	MISC	1
front end loader operator	TITLE	MISC	1
front-end-loader-operator	TITLE	MISC	1
front-end mechanic	TITLE	MISC	1
front end mechanic	TITLE	MISC	1
front-end-mechanic	TITLE	MISC	1
front-sight attacher	TITLE	MISC	1
front sight attacher	TITLE	MISC	1
front-sight-attacher	TITLE	MISC	1
frothing-machine operator	TITLE	MISC	1
frothing machine operator	TITLE	MISC	1
frothing-machine-operator	TITLE	MISC	1
frozen pie maker	TITLE	MISC	1
frozen-pie-maker	TITLE	MISC	1
fruit coordinator	TITLE	MISC	1
fruit-coordinator	TITLE	MISC	1
fruit cutter	TITLE	MISC	1
fruit-cutter	TITLE	MISC	1
fruit distributor	TITLE	MISC	1
fruit-distributor	TITLE	MISC	1
fruit-bar maker	TITLE	MISC	1
fruit bar maker	TITLE	MISC	1
fruit-bar-maker	TITLE	MISC	1
fruit-buying grader	TITLE	MISC	1
fruit buying grader	TITLE	MISC	1
fruit-buying-grader	TITLE	MISC	1
fruit-grader operator	TITLE	MISC	1
fruit grader operator	TITLE	MISC	1
fruit-grader-operator	TITLE	MISC	1
fruit-press operator	TITLE	MISC	1
fruit press operator	TITLE	MISC	1
fruit-press-operator	TITLE	MISC	1
fuel attendant	TITLE	MISC	1
fuel-attendant	TITLE	MISC	1
fuel-house attendant	TITLE	MISC	1
fuel house attendant	TITLE	MISC	1
fuel-house-attendant	TITLE	MISC	1
fuel-injection servicer	TITLE	MISC	1
fuel injection servicer	TITLE	MISC	1
fuel-injection-servicer	TITLE	MISC	1
fuel-oil clerk	TITLE	MISC	1
fuel oil clerk	TITLE	MISC	1
fuel-oil-clerk	TITLE	MISC	1
fuel-system-maintenance supervisor	TITLE	MISC	1
fuel system maintenance supervisor	TITLE	MISC	1
fuel-system-maintenance-supervisor	TITLE	MISC	1
fuel-system-maintenance worker	TITLE	MISC	1
fuel system maintenance worker	TITLE	MISC	1
fuel-system-maintenance-worker	TITLE	MISC	1
fulling-machine operator	TITLE	MISC	1
fulling machine operator	TITLE	MISC	1
fulling-machine-operator	TITLE	MISC	1
fumigator	TITLE	MISC	1
fumigator and sterilizer	TITLE	MISC	1
fumigator-and-sterilizer	TITLE	MISC	1
typewriters functional tester	TITLE	MISC	1
typewriters-functional-tester	TITLE	MISC	1
fund raiser i	TITLE	MISC	1
fund-raiser-i	TITLE	MISC	1
fund raiser ii	TITLE	MISC	1
fund-raiser-ii	TITLE	MISC	1
funeral attendant	TITLE	MISC	1
funeral-attendant	TITLE	MISC	1
fun-house operator	TITLE	MISC	1
fun house operator	TITLE	MISC	1
fun-house-operator	TITLE	MISC	1
fur blender	TITLE	MISC	1
fur-blender	TITLE	MISC	1
fur blower	TITLE	MISC	1
fur-blower	TITLE	MISC	1
fur cleaner	TITLE	MISC	1
fur-cleaner	TITLE	MISC	1
hand fur cleaner	TITLE	MISC	1
hand-fur-cleaner	TITLE	MISC	1
machine fur cleaner	TITLE	MISC	1
machine-fur-cleaner	TITLE	MISC	1
fur cutter	TITLE	MISC	1
fur-cutter	TITLE	MISC	1
fur designer	TITLE	MISC	1
fur-designer	TITLE	MISC	1
fur dresser	TITLE	MISC	1
fur-dresser	TITLE	MISC	1
fur farmer	TITLE	MISC	1
fur-farmer	TITLE	MISC	1
fur finisher	TITLE	MISC	1
fur-finisher	TITLE	MISC	1
fur glazer	TITLE	MISC	1
fur-glazer	TITLE	MISC	1
fur ironer	TITLE	MISC	1
fur-ironer	TITLE	MISC	1
fur nailer	TITLE	MISC	1
fur-nailer	TITLE	MISC	1
fur plucker	TITLE	MISC	1
fur-plucker	TITLE	MISC	1
fur sorter	TITLE	MISC	1
fur-sorter	TITLE	MISC	1
fur trimmer	TITLE	MISC	1
fur-trimmer	TITLE	MISC	1
fur-blower operator	TITLE	MISC	1
fur blower operator	TITLE	MISC	1
fur-blower-operator	TITLE	MISC	1
fur-cutting-machine operator	TITLE	MISC	1
fur cutting machine operator	TITLE	MISC	1
fur-cutting-machine-operator	TITLE	MISC	1
fur-floor worker	TITLE	MISC	1
fur floor worker	TITLE	MISC	1
fur-floor-worker	TITLE	MISC	1
fur-glazing-and-polishing-machine operator	TITLE	MISC	1
fur glazing and polishing machine operator	TITLE	MISC	1
fur-glazing-and-polishing-machine-operator	TITLE	MISC	1
fur-machine operator	TITLE	MISC	1
fur machine operator	TITLE	MISC	1
fur-machine-operator	TITLE	MISC	1
fur-machine operator	TITLE	MISC	1
fur machine operator	TITLE	MISC	1
fur-machine-operator	TITLE	MISC	1
furnace charger	TITLE	MISC	1
furnace-charger	TITLE	MISC	1
furnace cleaner	TITLE	MISC	1
furnace-cleaner	TITLE	MISC	1
furnace helper	TITLE	MISC	1
furnace-helper	TITLE	MISC	1
furnace installer	TITLE	MISC	1
furnace-installer	TITLE	MISC	1
hot air furnace installer-and-repairer	TITLE	MISC	1
hot air furnace installer and repairer	TITLE	MISC	1
hot-air-furnace-installer-and-repairer	TITLE	MISC	1
furnace operator	TITLE	MISC	1
furnace-operator	TITLE	MISC	1
furnace tender	TITLE	MISC	1
furnace-tender	TITLE	MISC	1
furnace worker	TITLE	MISC	1
furnace-worker	TITLE	MISC	1
furnace-and-wash-equipment operator	TITLE	MISC	1
furnace and wash equipment operator	TITLE	MISC	1
furnace-and-wash-equipment-operator	TITLE	MISC	1
furnace-combustion analyst	TITLE	MISC	1
furnace combustion analyst	TITLE	MISC	1
furnace-combustion-analyst	TITLE	MISC	1
hot air furnace-installer-and-repairer helper	TITLE	MISC	1
hot air furnace installer and repairer helper	TITLE	MISC	1
hot-air-furnace-installer-and-repairer-helper	TITLE	MISC	1
furnace-stock inspector	TITLE	MISC	1
furnace stock inspector	TITLE	MISC	1
furnace-stock-inspector	TITLE	MISC	1
furniture assembler	TITLE	MISC	1
furniture-assembler	TITLE	MISC	1
furniture assembler-and-installer	TITLE	MISC	1
furniture assembler and installer	TITLE	MISC	1
furniture-assembler-and-installer	TITLE	MISC	1
furniture cleaner	TITLE	MISC	1
furniture-cleaner	TITLE	MISC	1
furniture designer	TITLE	MISC	1
furniture-designer	TITLE	MISC	1
furniture finisher	TITLE	MISC	1
furniture-finisher	TITLE	MISC	1
furniture reproducer	TITLE	MISC	1
furniture-reproducer	TITLE	MISC	1
furniture restorer	TITLE	MISC	1
furniture-restorer	TITLE	MISC	1
furniture upholsterer	TITLE	MISC	1
furniture-upholsterer	TITLE	MISC	1
furniture-finisher apprentice	TITLE	MISC	1
furniture finisher apprentice	TITLE	MISC	1
furniture-finisher-apprentice	TITLE	MISC	1
furniture-rental consultant	TITLE	MISC	1
furniture rental consultant	TITLE	MISC	1
furniture-rental-consultant	TITLE	MISC	1
furniture-upholsterer apprentice	TITLE	MISC	1
furniture upholsterer apprentice	TITLE	MISC	1
furniture-upholsterer-apprentice	TITLE	MISC	1
fur-repair inspector	TITLE	MISC	1
fur repair inspector	TITLE	MISC	1
fur-repair-inspector	TITLE	MISC	1
furrier	TITLE	MISC	1
fur-storage clerk	TITLE	MISC	1
fur storage clerk	TITLE	MISC	1
fur-storage-clerk	TITLE	MISC	1
fuse assembler	TITLE	MISC	1
fuse-assembler	TITLE	MISC	1
fuse maker	TITLE	MISC	1
fuse-maker	TITLE	MISC	1
fuse-cup expander	TITLE	MISC	1
fuse cup expander	TITLE	MISC	1
fuse-cup-expander	TITLE	MISC	1
fusing-furnace loader	TITLE	MISC	1
fusing furnace loader	TITLE	MISC	1
fusing-furnace-loader	TITLE	MISC	1
fusing-machine feeder	TITLE	MISC	1
fusing machine feeder	TITLE	MISC	1
fusing-machine-feeder	TITLE	MISC	1
fusing-machine tender	TITLE	MISC	1
fusing machine tender	TITLE	MISC	1
fusing-machine-tender	TITLE	MISC	1
galley stripper	TITLE	MISC	1
galley-stripper	TITLE	MISC	1
gambling dealer	TITLE	MISC	1
gambling-dealer	TITLE	MISC	1
gambling monitor	TITLE	MISC	1
gambling-monitor	TITLE	MISC	1
gambreler	TITLE	MISC	1
gambreler helper	TITLE	MISC	1
gambreler-helper	TITLE	MISC	1
game attendant	TITLE	MISC	1
game-attendant	TITLE	MISC	1
game-bird farmer	TITLE	MISC	1
game bird farmer	TITLE	MISC	1
game-bird-farmer	TITLE	MISC	1
game-farm helper	TITLE	MISC	1
game farm helper	TITLE	MISC	1
game-farm-helper	TITLE	MISC	1
gamma-facilities operator	TITLE	MISC	1
gamma facilities operator	TITLE	MISC	1
gamma-facilities-operator	TITLE	MISC	1
gang sawyer	TITLE	MISC	1
gang-sawyer	TITLE	MISC	1
stone gang sawyer	TITLE	MISC	1
stone-gang-sawyer	TITLE	MISC	1
industrial garage servicer	TITLE	MISC	1
industrial-garage-servicer	TITLE	MISC	1
garbage collector	TITLE	MISC	1
garbage-collector	TITLE	MISC	1
garbage collector driver	TITLE	MISC	1
garbage-collector-driver	TITLE	MISC	1
garbage-collection supervisor	TITLE	MISC	1
garbage collection supervisor	TITLE	MISC	1
garbage-collection-supervisor	TITLE	MISC	1
garde manger	TITLE	MISC	1
garde-manger	TITLE	MISC	1
garden worker	TITLE	MISC	1
garden-worker	TITLE	MISC	1
special effects and instruction models gardener	TITLE	MISC	1
special-effects-and-instruction-models-gardener	TITLE	MISC	1
garland-machine operator	TITLE	MISC	1
garland machine operator	TITLE	MISC	1
garland-machine-operator	TITLE	MISC	1
garment fitter	TITLE	MISC	1
garment-fitter	TITLE	MISC	1
garment folder	TITLE	MISC	1
garment-folder	TITLE	MISC	1
garment inspector	TITLE	MISC	1
garment-inspector	TITLE	MISC	1
garment sorter	TITLE	MISC	1
garment-sorter	TITLE	MISC	1
garment steamer	TITLE	MISC	1
garment-steamer	TITLE	MISC	1
garment turner	TITLE	MISC	1
garment-turner	TITLE	MISC	1
garment-alteration examiner	TITLE	MISC	1
garment alteration examiner	TITLE	MISC	1
garment-alteration-examiner	TITLE	MISC	1
garnetter	TITLE	MISC	1
garnett-machine operator	TITLE	MISC	1
garnett machine operator	TITLE	MISC	1
garnett-machine-operator	TITLE	MISC	1
garnisher	TITLE	MISC	1
gas charger	TITLE	MISC	1
gas-charger	TITLE	MISC	1
gas dispatcher	TITLE	MISC	1
gas-dispatcher	TITLE	MISC	1
gas inspector	TITLE	MISC	1
gas-inspector	TITLE	MISC	1
gas treater	TITLE	MISC	1
gas-treater	TITLE	MISC	1
gas usage meter clerk	TITLE	MISC	1
gas-usage-meter-clerk	TITLE	MISC	1
gas-and-oil servicer	TITLE	MISC	1
gas and oil servicer	TITLE	MISC	1
gas-and-oil-servicer	TITLE	MISC	1
gas-appliance servicer	TITLE	MISC	1
gas appliance servicer	TITLE	MISC	1
gas-appliance-servicer	TITLE	MISC	1
gas-appliance-servicer helper	TITLE	MISC	1
gas appliance servicer helper	TITLE	MISC	1
gas-appliance-servicer-helper	TITLE	MISC	1
gas-check-pad maker	TITLE	MISC	1
gas check pad maker	TITLE	MISC	1
gas-check-pad-maker	TITLE	MISC	1
gas-compressor operator	TITLE	MISC	1
gas compressor operator	TITLE	MISC	1
gas-compressor-operator	TITLE	MISC	1
gas-distribution-and-emergency clerk	TITLE	MISC	1
gas distribution and emergency clerk	TITLE	MISC	1
gas-distribution-and-emergency-clerk	TITLE	MISC	1
gas-engine operator	TITLE	MISC	1
gas engine operator	TITLE	MISC	1
gas-engine-operator	TITLE	MISC	1
gas-engine repairer	TITLE	MISC	1
gas engine repairer	TITLE	MISC	1
gas-engine-repairer	TITLE	MISC	1
gasket inspector	TITLE	MISC	1
gasket-inspector	TITLE	MISC	1
gasket supervisor	TITLE	MISC	1
gasket-supervisor	TITLE	MISC	1
gas-leak inspector	TITLE	MISC	1
gas leak inspector	TITLE	MISC	1
gas-leak-inspector	TITLE	MISC	1
gas-leak inspector helper	TITLE	MISC	1
gas leak inspector helper	TITLE	MISC	1
gas-leak-inspector-helper	TITLE	MISC	1
gas-leak tester	TITLE	MISC	1
gas leak tester	TITLE	MISC	1
gas-leak-tester	TITLE	MISC	1
gas-main fitter	TITLE	MISC	1
gas main fitter	TITLE	MISC	1
gas-main-fitter	TITLE	MISC	1
gas-mask assembler	TITLE	MISC	1
gas mask assembler	TITLE	MISC	1
gas-mask-assembler	TITLE	MISC	1
gas-mask inspector	TITLE	MISC	1
gas mask inspector	TITLE	MISC	1
gas-mask-inspector	TITLE	MISC	1
gas-meter checker	TITLE	MISC	1
gas meter checker	TITLE	MISC	1
gas-meter-checker	TITLE	MISC	1
gas-meter installer	TITLE	MISC	1
gas meter installer	TITLE	MISC	1
gas-meter-installer	TITLE	MISC	1
gas-meter mechanic i	TITLE	MISC	1
gas meter mechanic i	TITLE	MISC	1
gas-meter-mechanic-i	TITLE	MISC	1
gas-meter mechanic ii	TITLE	MISC	1
gas meter mechanic ii	TITLE	MISC	1
gas-meter-mechanic-ii	TITLE	MISC	1
gas-meter prover	TITLE	MISC	1
gas meter prover	TITLE	MISC	1
gas-meter-prover	TITLE	MISC	1
gas-meter-installer helper	TITLE	MISC	1
gas meter installer helper	TITLE	MISC	1
gas-meter-installer-helper	TITLE	MISC	1
gas-pumping-station helper	TITLE	MISC	1
gas pumping station helper	TITLE	MISC	1
gas-pumping-station-helper	TITLE	MISC	1
gas-pumping-station operator	TITLE	MISC	1
gas pumping station operator	TITLE	MISC	1
gas-pumping-station-operator	TITLE	MISC	1
gas-pumping-station supervisor	TITLE	MISC	1
gas pumping station supervisor	TITLE	MISC	1
gas-pumping-station-supervisor	TITLE	MISC	1
gas-regulator repairer	TITLE	MISC	1
gas regulator repairer	TITLE	MISC	1
gas-regulator-repairer	TITLE	MISC	1
gas-regulator-repairer helper	TITLE	MISC	1
gas regulator repairer helper	TITLE	MISC	1
gas-regulator-repairer-helper	TITLE	MISC	1
gasser	TITLE	MISC	1
gas-transfer operator	TITLE	MISC	1
gas transfer operator	TITLE	MISC	1
gas-transfer-operator	TITLE	MISC	1
gas-welding-equipment mechanic	TITLE	MISC	1
gas welding equipment mechanic	TITLE	MISC	1
gas-welding-equipment-mechanic	TITLE	MISC	1
gate agent	TITLE	MISC	1
gate-agent	TITLE	MISC	1
gate guard	TITLE	MISC	1
gate-guard	TITLE	MISC	1
gatherer	TITLE	MISC	1
gauge operator	TITLE	MISC	1
gauge-operator	TITLE	MISC	1
gauge-and-weigh-machine adjuster	TITLE	MISC	1
gauge and weigh machine adjuster	TITLE	MISC	1
gauge-and-weigh-machine-adjuster	TITLE	MISC	1
gauge-and-weigh-machine operator	TITLE	MISC	1
gauge and weigh machine operator	TITLE	MISC	1
gauge-and-weigh-machine-operator	TITLE	MISC	1
gauger	TITLE	MISC	1
gauger	TITLE	MISC	1
gauger	TITLE	MISC	1
gauger	TITLE	MISC	1
chief gauger	TITLE	MISC	1
chief-gauger	TITLE	MISC	1
gear hobber set-up operator	TITLE	MISC	1
gear hobber set up operator	TITLE	MISC	1
gear-hobber-set-up-operator	TITLE	MISC	1
gear inspector	TITLE	MISC	1
gear-inspector	TITLE	MISC	1
gear repairer	TITLE	MISC	1
gear-repairer	TITLE	MISC	1
production gear-cutting-machine operator	TITLE	MISC	1
production gear cutting machine operator	TITLE	MISC	1
production-gear-cutting-machine-operator	TITLE	MISC	1
gear-cutting-machine set-up operator	TITLE	MISC	1
gear cutting machine set up operator	TITLE	MISC	1
gear-cutting-machine-set-up-operator	TITLE	MISC	1
tool gear-cutting-machine set-up operator	TITLE	MISC	1
tool gear cutting machine set up operator	TITLE	MISC	1
tool-gear-cutting-machine-set-up-operator	TITLE	MISC	1
spiral bevel gear-generator set-up operator	TITLE	MISC	1
spiral bevel gear generator set up operator	TITLE	MISC	1
spiral-bevel-gear-generator-set-up-operator	TITLE	MISC	1
straight bevel gear-generator set-up operator	TITLE	MISC	1
straight bevel gear generator set up operator	TITLE	MISC	1
straight-bevel-gear-generator-set-up-operator	TITLE	MISC	1
gear-lapping-machine operator	TITLE	MISC	1
gear lapping machine operator	TITLE	MISC	1
gear-lapping-machine-operator	TITLE	MISC	1
gear-milling-machine set-up operator	TITLE	MISC	1
gear milling machine set up operator	TITLE	MISC	1
gear-milling-machine-set-up-operator	TITLE	MISC	1
gear-shaper set-up operator	TITLE	MISC	1
gear shaper set up operator	TITLE	MISC	1
gear-shaper-set-up-operator	TITLE	MISC	1
gear-shaver set-up operator	TITLE	MISC	1
gear shaver set up operator	TITLE	MISC	1
gear-shaver-set-up-operator	TITLE	MISC	1
gear-sorting-and-inspecting machine operator	TITLE	MISC	1
gear sorting and inspecting machine operator	TITLE	MISC	1
gear-sorting-and-inspecting-machine-operator	TITLE	MISC	1
utility gelatin maker	TITLE	MISC	1
utility-gelatin-maker	TITLE	MISC	1
gelatin-dynamite-packing operator	TITLE	MISC	1
gelatin dynamite packing operator	TITLE	MISC	1
gelatin-dynamite-packing-operator	TITLE	MISC	1
gem cutter	TITLE	MISC	1
gem-cutter	TITLE	MISC	1
genealogist	TITLE	MISC	1
general helper	TITLE	MISC	1
general-helper	TITLE	MISC	1
general practitioner	TITLE	MISC	1
general-practitioner	TITLE	MISC	1
lithographic general worker	TITLE	MISC	1
lithographic-general-worker	TITLE	MISC	1
general-handling supervisor	TITLE	MISC	1
general handling supervisor	TITLE	MISC	1
general-handling-supervisor	TITLE	MISC	1
general-ledger bookkeeper	TITLE	MISC	1
general ledger bookkeeper	TITLE	MISC	1
general-ledger-bookkeeper	TITLE	MISC	1
geneticist	TITLE	MISC	1
geodesist	TITLE	MISC	1
geodetic computator	TITLE	MISC	1
geodetic-computator	TITLE	MISC	1
geographer	TITLE	MISC	1
physical geographer	TITLE	MISC	1
physical-geographer	TITLE	MISC	1
geological aide	TITLE	MISC	1
geological-aide	TITLE	MISC	1
geologist	TITLE	MISC	1
petroleum geologist	TITLE	MISC	1
petroleum-geologist	TITLE	MISC	1
geophysical prospector	TITLE	MISC	1
geophysical-prospector	TITLE	MISC	1
geophysical-laboratory chief	TITLE	MISC	1
geophysical laboratory chief	TITLE	MISC	1
geophysical-laboratory-chief	TITLE	MISC	1
geophysicist	TITLE	MISC	1
germination worker	TITLE	MISC	1
germination-worker	TITLE	MISC	1
getterer	TITLE	MISC	1
gettering-filament-machine operator	TITLE	MISC	1
gettering filament machine operator	TITLE	MISC	1
gettering-filament-machine-operator	TITLE	MISC	1
gift wrapper	TITLE	MISC	1
gift-wrapper	TITLE	MISC	1
gig tender	TITLE	MISC	1
gig-tender	TITLE	MISC	1
gilder	TITLE	MISC	1
gill-box tender	TITLE	MISC	1
gill box tender	TITLE	MISC	1
gill-box-tender	TITLE	MISC	1
gin clerk	TITLE	MISC	1
gin-clerk	TITLE	MISC	1
ginner	TITLE	MISC	1
girdler	TITLE	MISC	1
glass bender	TITLE	MISC	1
glass-bender	TITLE	MISC	1
glass blower	TITLE	MISC	1
glass-blower	TITLE	MISC	1
laboratory apparatus glass blower	TITLE	MISC	1
laboratory-apparatus-glass-blower	TITLE	MISC	1
glass calibrator	TITLE	MISC	1
glass-calibrator	TITLE	MISC	1
glass checker	TITLE	MISC	1
glass-checker	TITLE	MISC	1
glass cut-off tender	TITLE	MISC	1
glass cut off tender	TITLE	MISC	1
glass-cut-off-tender	TITLE	MISC	1
glass cutter	TITLE	MISC	1
glass-cutter	TITLE	MISC	1
hand glass cutter	TITLE	MISC	1
hand-glass-cutter	TITLE	MISC	1
oval or circular glass cutter	TITLE	MISC	1
oval-or-circular-glass-cutter	TITLE	MISC	1
glass decorator	TITLE	MISC	1
glass-decorator	TITLE	MISC	1
glass driller	TITLE	MISC	1
glass-driller	TITLE	MISC	1
glass finisher	TITLE	MISC	1
glass-finisher	TITLE	MISC	1
glass grinder	TITLE	MISC	1
glass-grinder	TITLE	MISC	1
laboratory apparatus glass grinder	TITLE	MISC	1
laboratory-apparatus-glass-grinder	TITLE	MISC	1
glass inspector	TITLE	MISC	1
glass-inspector	TITLE	MISC	1
glass installer	TITLE	MISC	1
glass-installer	TITLE	MISC	1
glass polisher	TITLE	MISC	1
glass-polisher	TITLE	MISC	1
belt glass sander	TITLE	MISC	1
belt-glass-sander	TITLE	MISC	1
glass tinter	TITLE	MISC	1
glass-tinter	TITLE	MISC	1
glass-blowing-lathe operator	TITLE	MISC	1
glass blowing lathe operator	TITLE	MISC	1
glass-blowing-lathe-operator	TITLE	MISC	1
glass-bulb silverer	TITLE	MISC	1
glass bulb silverer	TITLE	MISC	1
glass-bulb-silverer	TITLE	MISC	1
glass-bulb-machine adjuster	TITLE	MISC	1
glass bulb machine adjuster	TITLE	MISC	1
glass-bulb-machine-adjuster	TITLE	MISC	1
tubular stock glass-bulb-machine former	TITLE	MISC	1
tubular stock glass bulb machine former	TITLE	MISC	1
tubular-stock-glass-bulb-machine-former	TITLE	MISC	1
glass-cleaning-machine tender	TITLE	MISC	1
glass cleaning machine tender	TITLE	MISC	1
glass-cleaning-machine-tender	TITLE	MISC	1
glass-cut-off supervisor	TITLE	MISC	1
glass cut off supervisor	TITLE	MISC	1
glass-cut-off-supervisor	TITLE	MISC	1
glass-cutter helper	TITLE	MISC	1
glass cutter helper	TITLE	MISC	1
glass-cutter-helper	TITLE	MISC	1
glass-cutting-machine feeder	TITLE	MISC	1
glass cutting machine feeder	TITLE	MISC	1
glass-cutting-machine-feeder	TITLE	MISC	1
automatic glass-cutting-machine operator	TITLE	MISC	1
automatic glass cutting machine operator	TITLE	MISC	1
automatic-glass-cutting-machine-operator	TITLE	MISC	1
glass-furnace tender	TITLE	MISC	1
glass furnace tender	TITLE	MISC	1
glass-furnace-tender	TITLE	MISC	1
glass-lathe operator	TITLE	MISC	1
glass lathe operator	TITLE	MISC	1
glass-lathe-operator	TITLE	MISC	1
glass-lined tank repairer	TITLE	MISC	1
glass lined tank repairer	TITLE	MISC	1
glass-lined-tank-repairer	TITLE	MISC	1
glass-ribbon-machine operator	TITLE	MISC	1
glass ribbon machine operator	TITLE	MISC	1
glass-ribbon-machine-operator	TITLE	MISC	1
glass-ribbon-machine-operator assistant	TITLE	MISC	1
glass ribbon machine operator assistant	TITLE	MISC	1
glass-ribbon-machine-operator-assistant	TITLE	MISC	1
glass-rolling-machine operator	TITLE	MISC	1
glass rolling machine operator	TITLE	MISC	1
glass-rolling-machine-operator	TITLE	MISC	1
glass-unloading-equipment tender	TITLE	MISC	1
glass unloading equipment tender	TITLE	MISC	1
