O*NET-SOC Code	Reported Job Title	Shown in My Next Move
31-9093.00	Sterile Preparation Technician	N
31-9093.00	Sterile Processing and Distribution Technician (SPD Technician)	N
31-9093.00	Sterile Processing Technician	Y
31-9093.00	Sterile Technician	N
31-9093.00	Sterilization Technician	N
31-9094.00	Clinical Medical Transcriptionist	N
31-9094.00	Documentation Specialist	N
31-9094.00	Medical Language Specialist	N
31-9094.00	Medical Secretary	Y
31-9094.00	Medical Transcriber	N
31-9094.00	Medical Transcription	N
31-9094.00	Medical Transcription Supervisor	N
31-9094.00	Medical Transcriptionist	Y
31-9094.00	Radiology Transcriptionist	Y
31-9094.00	Transcriptionist	Y
31-9095.00	Ancillary	N
31-9095.00	Certified Pharmacist Assistant	Y
31-9095.00	Drug Purchaser	N
31-9095.00	Front Counter Clerk	N
31-9095.00	Pharmacist Assistant	N
31-9095.00	Pharmacy Aide	Y
31-9095.00	Pharmacy Ancillary	N
31-9095.00	Pharmacy Assistant	Y
31-9095.00	Pharmacy Cashier	N
31-9095.00	Pharmacy Clerk	Y
31-9096.00	Animal Care Provider	N
31-9096.00	Animal Caregiver	Y
31-9096.00	Avian Keeper	N
31-9096.00	Emergency Veterinary Assistant	N
31-9096.00	Research Animal Attendant	N
31-9096.00	Small Animal Caretaker	N
31-9096.00	Technician Assistant	Y
31-9096.00	Veterinarian Assistant	Y
31-9096.00	Veterinary Assistant (Vet Assistant)	Y
31-9096.00	Veterinary Technician Assistant (Vet Tech Assistant)	N
31-9097.00	Lab Asst	N
31-9097.00	Patient Service Technician PST	N
31-9097.00	Phlebotomist	Y
31-9097.00	Phlebotomist Supervisor/Instructor	N
31-9097.00	Phlebotomist, Medical Lab Assistant	Y
31-9097.00	Phlebotomy Director	N
31-9097.00	Phlebotomy Program Coordinator	Y
31-9097.00	Phlebotomy Supervisor	Y
31-9097.00	Registered Phlebotomist-Part Time	N
31-9099.01	Assistant Speech-Language Pathologist	N
31-9099.01	Communication Assistant	Y
31-9099.01	Speech - Language Pathology Assistant (SLPA)	Y
31-9099.01	Speech and Language Assistant	N
31-9099.01	Speech and Language Tutor	N
31-9099.01	Speech Language Pathologist Assistant	Y
31-9099.01	Speech Language Pathology Assistant	Y
31-9099.01	Speech Pathologist Assistant	N
31-9099.01	Speech Therapist Technician	N
31-9099.01	Speech-Language Assistant	N
31-9099.02	Endoscopy Technician	Y
33-1011.00	Captain	N
33-1011.00	Correctional Lieutenant	N
33-1011.00	Correctional Officer Captain	N
33-1011.00	Correctional Officer Lieutenant	N
33-1011.00	Correctional Officer Sergeant	N
33-1011.00	Correctional Sergeant	Y
33-1011.00	Corrections Sergeant	Y
33-1011.00	Lieutenant	Y
33-1011.00	Sergeant	Y
33-1011.00	Shift Supervisor	N
33-1012.00	Chief of Police	N
33-1012.00	Detective Sergeant	N
33-1012.00	Lieutenant	N
33-1012.00	Patrol Sergeant	N
33-1012.00	Police Captain	Y
33-1012.00	Police Chief	N
33-1012.00	Police Lieutenant	Y
33-1012.00	Police Sergeant	Y
33-1012.00	Police Shift Commander	N
33-1012.00	Sergeant	Y
33-1021.01	Battalion Fire Chief	N
33-1021.01	Fire Battalion Chief	Y
33-1021.01	Fire Captain	Y
33-1021.01	Fire Chief	Y
33-1021.01	Fire Lieutenant	Y
33-1021.01	Fire Marshal	N
33-1021.01	Fire Suppression Captain	N
33-1021.01	Lieutenant Fire Fighter	N
33-1021.01	Shift Commander	N
33-1021.01	Training Officer	N
33-1021.02	Assistant Unit Forester	N
33-1021.02	Crew Boss	N
33-1021.02	District Fire Management Officer	N
33-1021.02	Engine Boss	Y
33-1021.02	Fire Captain	Y
33-1021.02	Fire Management Officer	Y
33-1021.02	Firefighter Type One (FFT1)	N
33-1021.02	Forest Fire Specialist Supervisor	N
33-1021.02	Section Forest Fire Warden	N
33-1021.02	Squad Boss	Y
33-2011.01	Fire Captain	N
33-2011.01	Fire Chief	N
33-2011.01	Fire Engineer	N
33-2011.01	Fire Fighter	N
33-2011.01	Fire Fighter/EMT	N
33-2011.01	Firefighter	Y
33-2011.01	Firefighter/EMT (Firefighter/Emergency Medical Technician)	Y
33-2011.01	Firefighter/Paramedic	Y
33-2011.01	Fireman	N
33-2011.02	Engine Boss	Y
33-2011.02	Fire Fighter	Y
33-2011.02	Fire Technician	N
33-2011.02	Firefighter	Y
33-2011.02	Forest Fire Warden	Y
33-2011.02	Forest Ranger	N
33-2011.02	Forest Ranger Technician	N
33-2011.02	Forestry Technician (Fire)	N
33-2011.02	Squad Boss	N
33-2011.02	Wildland Firefighter	N
33-2021.01	Deputy Fire Marshal	N
33-2021.01	Fire Chief	N
33-2021.01	Fire Inspector	Y
33-2021.01	Fire Marshal	Y
33-2021.01	Fire Official	N
33-2021.01	Fire Prevention Inspector	Y
33-2021.01	Fire Prevention Specialist	N
33-2021.01	Fire Protection Specialist	N
33-2021.01	Fire Safety Inspector	Y
33-2021.01	State Fire Marshal	N
33-2021.02	Arson Investigator	Y
33-2021.02	Chief Arson Division	N
33-2021.02	Fire and Explosion Investigator	N
33-2021.02	Fire Captain	N
33-2021.02	Fire Chief	N
33-2021.02	Fire Investigator	Y
33-2021.02	Fire Lieutenant	N
33-2021.02	Fire Marshal	Y
33-2021.02	Investigator	N
33-2021.02	State Fire Marshal	Y
33-2022.00	Fire Apparatus Engineer	N
33-2022.00	Fire Lookout	Y
33-2022.00	Fire Operations Forester	N
33-2022.00	Forest Fire Lookout	N
33-2022.00	Forest Officer	Y
33-2022.00	Forest Patrolman	N
33-2022.00	Forest Ranger	Y
33-2022.00	Forest Technician	N
33-2022.00	Forester	N
33-2022.00	Ranger	Y
33-3011.00	Bailiff	Y
33-3011.00	Court Bailiff	N
33-3011.00	Court Officer	Y
33-3011.00	Court Security Officer	Y
33-3011.00	Deputy Bailiff	N
33-3011.00	Deputy Sheriff	Y
33-3011.00	Deputy Sheriff Court Services	N
33-3011.00	Security Officer	N
33-3012.00	Booking Officer	N
33-3012.00	Correctional Officer	Y
33-3012.00	Correctional Sergeant	N
33-3012.00	Corrections Officer (CO)	Y
33-3012.00	Deputy Jailer	N
33-3012.00	Detention Deputy	Y
33-3012.00	Detention Officer	N
33-3012.00	Jailer	Y
33-3012.00	Jailor	N
33-3012.00	Public Safety Officer	N
33-3021.01	Detective	Y
33-3021.01	Detective Sergeant	N
33-3021.01	Detective Supervisor	N
33-3021.01	Fugitive Detective	Y
33-3021.01	Fugitive Investigator	N
33-3021.01	Investigator	Y
33-3021.01	Narcotics Detective	N
33-3021.01	Narcotics Investigator	N
33-3021.01	Police Detective	Y
33-3021.01	Sex Crimes Detective	N
33-3021.02	Crime Scene Evidence Technician	N
33-3021.02	Crime Scene Investigator	Y
33-3021.02	Crime Scene Technician	Y
33-3021.02	Criminalist	Y
33-3021.02	Field Identification Specialist	N
33-3021.02	Forensic Specialist	Y
33-3021.02	Identification Officer	N
33-3021.02	Identification Technician	N
33-3021.02	Latent Fingerprint Examiner	N
33-3021.02	Latent Print Examiner	N
33-3021.03	Agent	N
33-3021.03	Criminal Investigator	Y
33-3021.03	Detective	Y
33-3021.03	Detective Sergeant	N
33-3021.03	FBI Special Agent (Federal Bureau of Investigation Special Agent)	N
33-3021.03	Investigator	Y
33-3021.03	Master Police Detective	N
33-3021.03	Narcotics Detective	N
33-3021.03	Police Detective	N
33-3021.03	Special Agent	Y
33-3021.05	Canine Enforcement Officer (K-9 Enforcement Officer)	N
33-3021.05	Customs and Border Protection Officer (CBPO)	Y
33-3021.05	Customs Inspector	N
33-3021.05	Customs Officer	Y
33-3021.05	Customs Port Director	Y
33-3021.05	Import Specialist	N
33-3021.05	Inspector	Y
33-3021.05	Special Agent	N
33-3021.05	Supervisory CBP Officer	N
33-3021.05	US Customs and Border Protection Officer (US CBPO)	N
33-3021.06	Crime Analyst	N
33-3021.06	Criminal Intelligence Analyst	Y
33-3021.06	Criminal Intelligence Analyst Supervisor	N
33-3021.06	Criminal Intelligence Specialist	N
33-3021.06	Criminal Research Specialist	Y
33-3021.06	Detective and Intelligence Analyst	N
33-3021.06	Intelligence Analyst	Y
33-3021.06	Intelligence Officer	N
33-3021.06	Intelligence Research Specialist	N
33-3021.06	Supervisor Intelligence Analyst	Y
33-3031.00	District Wildlife Manager	Y
33-3031.00	Fisheries Enforcement Officer	N
33-3031.00	Game Warden	N
33-3031.00	Law Enforcement Officer (LEO)	N
33-3031.00	Natural Resource Officer	Y
33-3031.00	State Game Warden	Y
33-3031.00	State Wildlife Officer	N
33-3031.00	Wildlife Conservation Officer	N
33-3031.00	Wildlife Manager	Y
33-3031.00	Wildlife Officer	N
33-3041.00	Community Service Officer	Y
33-3041.00	Meter Maid	N
33-3041.00	Parking Control Aid	Y
33-3041.00	Parking Control Specialist	N
33-3041.00	Parking Enforcement Monitor	N
33-3041.00	Parking Enforcement Officer (PEO)	Y
33-3041.00	Parking Patroller	N
33-3041.00	Parking Security Attendant	N
33-3041.00	Traffic Control Officer	Y
33-3051.01	Alcohol Law Enforcement Agent	N
33-3051.01	Law Enforcement Officer	N
33-3051.01	Officer	N
33-3051.01	Patrol Officer	Y
33-3051.01	Patrolman	Y
33-3051.01	Police Officer	Y
33-3051.01	Police Patrol Officer	N
33-3051.01	Police Sergeant	Y
33-3051.01	Public Safety Officer	N
33-3051.01	State Trooper	N
33-3051.03	Canine Deputy (K-9 Deputy)	N
33-3051.03	Chief Deputy Sheriff	Y
33-3051.03	Civil Division Deputy Sheriff	Y
33-3051.03	Civil Process Server	N
33-3051.03	Corporal-Road Deputy with Sheriff Department	N
33-3051.03	Deputy	Y
33-3051.03	Deputy (Patrol)	N
33-3051.03	Deputy Sheriff	Y
33-3051.03	Deputy Sheriff (Generalist)-Bailiff	N
33-3051.03	Drug Abuse Resistance Education Officer (DARE Officer)	N
33-3052.00	Canine Officer (K-9 Officer)	N
33-3052.00	Patrolman	Y
33-3052.00	Police Specialist	N
33-3052.00	Railroad Police Officer	N
33-3052.00	Special Agent	Y
33-3052.00	Supervisory Special Agent	Y
33-3052.00	Transit Police Officer	Y
33-9011.00	Animal Attendant	Y
33-9011.00	Animal Control Officer	Y
33-9011.00	Animal Park Code Enforcement Officer	Y
33-9011.00	Community Service Officer	Y
33-9011.00	Dog Control Officer	N
33-9021.00	Asset Protection Detective	N
33-9021.00	Field Investigator	N
33-9021.00	Investigator	Y
33-9021.00	Loss Prevention Agent	N
33-9021.00	Loss Prevention Associate	N
33-9021.00	Loss Prevention Detective	Y
33-9021.00	Loss Prevention Investigator	N
33-9021.00	Loss Prevention Officer	Y
33-9021.00	Private Investigator	Y
33-9021.00	Special Investigator	N
33-9031.00	Compliance Officer	N
33-9031.00	Observer	N
33-9031.00	Security Officer	Y
33-9031.00	Surveillance Agent	N
33-9031.00	Surveillance Monitor	N
33-9031.00	Surveillance Observer	Y
33-9031.00	Surveillance Officer	Y
33-9031.00	Surveillance Operator	Y
33-9031.00	Surveillance Supervisor	N
33-9031.00	Surveillance Technician	N
33-9032.00	Campus Security Officer	N
33-9032.00	Customer Service Security Officer	N
33-9032.00	Hotel Security Officer	N
33-9032.00	Loss Prevention Officer	N
33-9032.00	Safety and Security Officer	Y
33-9032.00	Security Agent	Y
33-9032.00	Security Guard	Y
33-9032.00	Security Officer	Y
33-9032.00	Store Detective	N
33-9091.00	Adult Crossing Guard	Y
33-9091.00	Crossing Guard	Y
33-9091.00	School Crossing Guard	Y
33-9091.00	School Guard	Y
33-9092.00	Beach Lifeguard	N
33-9092.00	Lifeguard	Y
33-9092.00	Marine Safety Officer	N
33-9092.00	Ocean Lifeguard	Y
33-9092.00	Ocean Lifeguard Specialist	Y
33-9092.00	Pool Attendant	N
33-9092.00	Pool Lifeguard	N
33-9092.00	Ski Patroller	Y
33-9092.00	Swim Instructor	N
33-9092.00	Water Safety Instructor (WSI)	N
33-9093.00	Security Screener	Y
33-9093.00	Transportation Security Officer (TSO)	Y
33-9099.02	Asset Protection Associate (APA)	N
33-9099.02	Asset Protection Lead	N
33-9099.02	Loss Prevention Agent	Y
33-9099.02	Loss Prevention Associate (LPA)	Y
33-9099.02	Loss Prevention Detective	Y
33-9099.02	Loss Prevention Investigator	N
33-9099.02	Loss Prevention Leader	N
33-9099.02	Loss Prevention Officer	Y
33-9099.02	Loss Prevention Specialist	N
33-9099.02	Retail Asset Protection Specialist	N
35-1011.00	Banquet Chef	N
35-1011.00	Certified Executive Chef (CEC)	Y
35-1011.00	Chef	Y
35-1011.00	Chef, Instructor	N
35-1011.00	Cook	N
35-1011.00	Corporate Executive Chef	N
35-1011.00	Executive Chef (Ex Chef)	Y
35-1011.00	Executive Sous Chef	Y
35-1011.00	Head Cook	N
35-1011.00	Line Cook	N
35-1012.00	Assistant Manager	Y
35-1012.00	Cafeteria Manager	Y
35-1012.00	Dietary Manager	N
35-1012.00	Dietary Supervisor	N
35-1012.00	Executive Chef	N
35-1012.00	Food Service Director	N
35-1012.00	Food Service Manager	N
35-1012.00	Food Service Supervisor	Y
35-1012.00	Kitchen Manager	Y
35-1012.00	Restaurant Manager	N
35-2011.00	Cook	Y
35-2011.00	Crew Member	Y
35-2011.00	Crew Person	N
35-2011.00	Crew Trainer	N
35-2011.00	Fry Cook	N
35-2011.00	Grill Cook	Y
35-2011.00	Line Cook	N
35-2011.00	Pizza Cook	Y
35-2011.00	Pizza Maker	N
35-2011.00	Prep Cook	N
35-2012.00	Cook	Y
35-2012.00	Cook (Dinner)	N
35-2012.00	Cook (Elementary School)	N
35-2012.00	Dietary Cook	Y
35-2012.00	Dinner Cook	N
35-2012.00	First Cook	N
35-2012.00	Food and Nutrition Services Assistant	Y
35-2012.00	Food Service Specialist	N
35-2012.00	Lead Cook	N
35-2012.00	School Cook	Y
35-2013.00	Certified Personal Chef	Y
35-2013.00	Personal Chef	Y
35-2014.00	Back Line Cook	N
35-2014.00	Banquet Cook	N
35-2014.00	Breakfast Cook	N
35-2014.00	Cook	Y
35-2014.00	Fry Cook	N
35-2014.00	Grill Cook	Y
35-2014.00	Line Cook	Y
35-2014.00	Pastry Baker	N
35-2014.00	Prep Cook (Preparation Cook)	Y
35-2015.00	Caterer	N
35-2015.00	Cook	Y
35-2015.00	Deli Cook (Delicatessen Cook)	N
35-2015.00	Grill Cook	Y
35-2015.00	Line Cook	Y
35-2015.00	Pizza Maker	N
35-2015.00	Prep Cook (Preparation Cook)	N
35-2015.00	Short Order Cook	Y
35-2015.00	Snack Bar Cook	N
35-2021.00	Diet Aide	Y
35-2021.00	Dietary Aide	Y
35-2021.00	Dietary Assistant	N
35-2021.00	Food Preparer	N
35-2021.00	Food Service Aide	N
35-2021.00	Food Service Worker	Y
35-2021.00	Nutrition Aide	N
35-2021.00	Pantry Cook	N
35-2021.00	Prep Cook (Preparation Cook)	Y
35-2021.00	Slicer	N
35-3011.00	Bar Captain	Y
35-3011.00	Bar Manager	Y
35-3011.00	Bartender	Y
35-3011.00	Bartender Extra	N
35-3011.00	Mixologist	Y
35-3021.00	Car Hop	N
35-3021.00	Counter Attendant	N
35-3021.00	Crew Member	Y
35-3021.00	Deli Clerk (Delicatessen Clerk)	Y
35-3021.00	Deli Worker (Delicatessen Worker)	N
35-3021.00	Dietary Aide	Y
35-3021.00	Food Service Worker	N
35-3021.00	Prep Cook (Preparation Cook)	N
35-3021.00	School Cafeteria Cook	Y
35-3021.00	Server	N
35-3022.00	Cafe Attendant	N
35-3022.00	Cafe Server	N
35-3022.00	Cafe Worker	N
35-3022.00	Cafeteria Server	Y
35-3022.00	Cafeteria Worker	Y
35-3022.00	Crew Member	Y
35-3022.00	Food Service Assistant	N
35-3022.00	Food Service Worker	Y
35-3022.00	Line Server	N
35-3022.00	Server	N
35-3022.01	Bar Manager	Y
35-3022.01	Barista	Y
35-3022.01	Catering Barista	Y
35-3022.01	Sales Associate	Y
35-3031.00	Banquet Server	N
35-3031.00	Cocktail Server	N
35-3031.00	Food Runner	N
35-3031.00	Food Server	Y
35-3031.00	Restaurant Server	N
35-3031.00	Room Service Server	N
35-3031.00	Server	Y
35-3031.00	Waiter	Y
35-3031.00	Waitress	Y
35-3031.00	Waitstaff	N
35-3041.00	Diet Aide	N
35-3041.00	Dietary Aide	Y
35-3041.00	Dietary Assistant	Y
35-3041.00	Dietary Service Aide	N
35-3041.00	Food Service Assistant	N
35-3041.00	Food Service Worker	Y
35-3041.00	Room Server	N
35-3041.00	Room Service Server	N
35-3041.00	Server	Y
35-3041.00	Tray Server	N
35-9011.00	Bar Back	N
35-9011.00	Bus Boy	Y
35-9011.00	Bus Person	N
35-9011.00	Busboy	N
35-9011.00	Dietary Aid	Y
35-9011.00	Dietary Aide	Y
35-9011.00	Dining Room Attendant	N
35-9011.00	Server	Y
35-9011.00	Server Assistant	N
35-9011.00	Shift Manager	N
35-9021.00	Dietary Aide	N
35-9021.00	Dish Machine Operator (DMO)	Y
35-9021.00	Dish Room Worker	Y
35-9021.00	Dish Technician	N
35-9021.00	Dish Washer	N
35-9021.00	Dishwasher	Y
35-9021.00	Kitchen Helper	N
35-9021.00	Kitchen Steward	Y
35-9021.00	Stewarding Supervisor	N
35-9021.00	Utility Aide	N
35-9031.00	Dining Room Supervisor	N
35-9031.00	Greeter	Y
35-9031.00	Hospitality Coordinator	Y
35-9031.00	Host	Y
35-9031.00	Host Coordinator	N
35-9031.00	Hostess	Y
37-1011.00	Buildings and Grounds Supervisor	N
37-1011.00	Custodian	N
37-1011.00	Environmental Services Director	N
37-1011.00	Environmental Services Supervisor (EVS)	N
37-1011.00	Executive Housekeeper	N
37-1011.00	Facilities Manager	Y
37-1011.00	Head Custodian	Y
37-1011.00	Housekeeping Director	N
37-1011.00	Housekeeping Supervisor	Y
37-1011.00	Maintenance Supervisor	Y
37-1012.00	Field Manager	N
37-1012.00	Golf Course Superintendent	Y
37-1012.00	Grounds Crew Supervisor	N
37-1012.00	Grounds Foreman	N
37-1012.00	Grounds Maintenance Supervisor	N
37-1012.00	Grounds Manager	N
37-1012.00	Grounds Supervisor	Y
37-1012.00	Groundskeeper Supervisor	N
37-1012.00	Landscape Manager	Y
37-1012.00	Landscape Supervisor	Y
37-2011.00	Building Custodian	N
37-2011.00	Building Service Worker	N
37-2011.00	Building Services Technician	N
37-2011.00	Cleaner	Y
37-2011.00	Custodial Worker	N
37-2011.00	Custodian	Y
37-2011.00	Floor Tech (Floor Technician)	Y
37-2011.00	Heavy Duty Custodian	N
37-2011.00	Institutional Custodian	N
37-2011.00	Janitor	Y
37-2012.00	Breakfast and Room Attendant	N
37-2012.00	Cottage Attendant	N
37-2012.00	Environmental Services Aide	N
37-2012.00	Environmental Services Worker	Y
37-2012.00	Housekeeper	Y
37-2012.00	Housekeeping	Y
37-2012.00	Housekeeping Aide	Y
37-2012.00	Housekeeping Laundry Worker	N
37-2012.00	Room Attendant	N
37-2012.00	Room Cleaner	N
37-2021.00	Certified Pest Control Technician	N
37-2021.00	Commercial Pest Control Technician	N
37-2021.00	Exterminator	Y
37-2021.00	Pest Control Applicator	N
37-2021.00	Pest Control Chemical Technician	N
37-2021.00	Pest Control Operator	N
37-2021.00	Pest Control Technician	Y
37-2021.00	Pest Technician	Y
37-2021.00	Residential Pest Control Technician	Y
37-2021.00	Termite Technician	N
37-3011.00	Gardener	N
37-3011.00	Greenskeeper	N
37-3011.00	Grounds Maintenance Worker	Y
37-3011.00	Grounds Person	N
37-3011.00	Grounds Worker	Y
37-3011.00	Grounds/Maintenance Specialist	N
37-3011.00	Groundskeeper	Y
37-3011.00	Landscape Specialist	N
37-3011.00	Landscape Technician	N
37-3011.00	Outside Maintenance Worker	Y
37-3012.00	Chemical Applicator	N
37-3012.00	Integrated Pest Management Technician (IPM Technician)	N
37-3012.00	Lawn Specialist	Y
37-3012.00	Lawn Technician	Y
37-3012.00	Licensed Pesticide Applicator	Y
37-3012.00	Pest Control Technician	N
37-3012.00	Pesticide Applicator	N
37-3012.00	Spray Applicator	N
37-3012.00	Spray Technician	Y
37-3012.00	Tree and Shrub Technician	N
37-3013.00	Arborist	Y
37-3013.00	Ground Worker	Y
37-3013.00	Groundsman	N
37-3013.00	Line Clearance Foreman	N
37-3013.00	Plant Health Care Technician	N
37-3013.00	Tree Care Foreman	N
37-3013.00	Tree Climber	Y
37-3013.00	Tree Trimmer	Y
39-1011.00	Casino Floorperson	N
39-1011.00	Casino Shift Manager	Y
39-1011.00	Casino Supervisor	N
39-1011.00	Floor Supervisor	Y
39-1011.00	Gaming Floor Supervisor	N
39-1011.00	Pit Boss	N
39-1011.00	Pit Supervisor	N
39-1011.00	Shift Supervisor	Y
39-1011.00	Slot Shift Manager	N
39-1011.00	Table Games Supervisor	Y
39-1012.00	Casino Manager	N
39-1012.00	Casino Shift Manager (CSM)	N
39-1012.00	Key Person	N
39-1012.00	Slot Attendant	Y
39-1012.00	Slot Floor Attendant	N
39-1012.00	Slot Floor Supervisor	N
39-1012.00	Slot Floorperson	Y
39-1012.00	Slot Key Person	N
39-1012.00	Slot Supervisor	Y
39-1012.00	Slot Technician	Y
39-1021.00	Adult Family Home Program Manager	N
39-1021.00	Caddymaster	N
39-1021.00	Community Life Director	N
39-1021.00	Direct Care Supervisor	Y
39-1021.00	Hair Salon Manager	Y
39-1021.00	Hotel Services Supervisor	N
39-1021.00	Recreation Coordinator	Y
39-1021.00	Resident Care Supervisor	N
39-1021.00	Residential Assistant	N
39-1021.00	Salon Manager	Y
39-1021.01	Assistant Spa Director	Y
39-1021.01	Assistant Spa Manager	N
39-1021.01	Associate Spa Director	N
39-1021.01	Director of Spa and Guest Experience	N
39-1021.01	Manager Massage Department	N
39-1021.01	Salon Manager	Y
39-1021.01	Salon/Spa Manager	N
39-1021.01	Spa Director	Y
39-1021.01	Spa Manager	Y
39-1021.01	Spa Manager/Owner and Certified Massage Therapist	N
39-2011.00	Agility Instructor	N
39-2011.00	Dog Obedience Instructor	N
39-2011.00	Dog Trainer	Y
39-2011.00	Guide Dog Instructor	N
39-2011.00	Guide Dog Mobility Instructor (GDMI)	Y
39-2011.00	Guide Dog Trainer	N
39-2011.00	Horse Trainer	Y
39-2011.00	Racehorse Trainer	N
39-2011.00	Service Dog Trainer	N
39-2011.00	Trainer	Y
39-2021.00	Animal Care Giver (ACG)	N
39-2021.00	Animal Care Technician	N
39-2021.00	Aquarist	Y
39-2021.00	Dog Groomer	Y
39-2021.00	Groomer	Y
39-2021.00	Kennel Attendant	Y
39-2021.00	Kennel Manager	N
39-2021.00	Kennel Technician	N
39-2021.00	Pet Groomer	N
39-2021.00	Pet Stylist	N
39-3011.00	21 Dealer	N
39-3011.00	Black Jack Dealer	Y
39-3011.00	Blackjack Dealer	Y
39-3011.00	Card Dealer	N
39-3011.00	Casino Dealer	N
39-3011.00	Dealer	Y
39-3011.00	Dual Rate Dealer	N
39-3011.00	Games Dealer	N
39-3011.00	Poker Dealer	N
39-3011.00	Table Games Dealer	Y
39-3012.00	Bingo Clerk	N
39-3012.00	Casino Attendant	N
39-3012.00	Casino Floor Runner	Y
39-3012.00	Casino Runner	Y
39-3012.00	Floor Runner	N
39-3012.00	Keno Attendant	N
39-3012.00	Keno Writer / Runner	Y
39-3012.00	Keno Writer/Runner	N
39-3012.00	Race and Sports Book Writer	N
39-3012.00	Racebook Writer	Y
39-3021.00	Booth Manager	Y
39-3021.00	Booth Operator	Y
39-3021.00	Booth Supervisor	N
39-3021.00	Booth Usher	Y
39-3021.00	Motion Picture Projectionist	N
39-3021.00	Movie Projectionist	N
39-3021.00	Projection Technician	N
39-3021.00	Projectionist	Y
39-3021.00	Projector Booth Operator	N
39-3031.00	Docent	N
39-3031.00	Event Staff	N
39-3031.00	Lobby Attendant	Y
39-3031.00	Ticket Attendant	N
39-3031.00	Ticket Taker	Y
39-3031.00	Usher	Y
39-3031.00	Visitor Services Assistant	N
39-3031.00	Visitor Services Associate	N
39-3031.00	Visitor Services Representative	Y
39-3031.00	Visitor Services Specialist	N
39-3091.00	Activities Attendant	N
39-3091.00	Community Center Coordinator	N
39-3091.00	Golf Starter and Ranger	N
39-3091.00	Recreation Aide	N
39-3091.00	Recreation Attendant	Y
39-3091.00	Recreation Leader	N
39-3091.00	Ride Operator	Y
39-3091.00	Service Representative	Y
39-3091.00	Ski Lift Operator	Y
39-3091.00	Sports Complex Attendant	N
39-3092.00	Costume Cutter	N
39-3092.00	Costume Draper	N
39-3092.00	Costume Seamstress	Y
39-3092.00	Costume Shop Manager	Y
39-3092.00	Costumer	N
39-3092.00	Dresser	Y
39-3092.00	Theatrical Wardrobe Attendant	N
39-3092.00	Wardrobe Assistant	N
39-3092.00	Wardrobe Attendant	N
39-3092.00	Wardrobe Supervisor	Y
39-3093.00	Athletic Equipment Manager	N
39-3093.00	Coat Check Attendant	N
39-3093.00	Coat Checker	N
39-3093.00	Fitting Room Attendant	N
39-3093.00	Housekeeper	N
39-3093.00	Ladies Locker Room Attendant	Y
39-3093.00	Locker Room Attendant	Y
39-3093.00	Locker Room Manager	Y
39-3093.00	Locker Room Supervisor	Y
39-3093.00	Spa Attendant	N
39-4011.00	Apprentice Embalmer	Y
39-4011.00	Assistant Manager/Embalmer	N
39-4011.00	Associate Embalmer/Funeral Director	N
39-4011.00	Chief Embalmer	N
39-4011.00	Embalmer	Y
39-4011.00	Embalmer/Funeral Director	N
39-4011.00	Funeral Director/Embalmer	Y
39-4011.00	Funeral Service Licensee	N
39-4011.00	Licensed Embalmer	Y
39-4011.00	Preparation Room Manager	N
39-4021.00	Apprentice Funeral Director	Y
39-4021.00	Crematory Operator	N
39-4021.00	Family Services Assistant (FSA)	N
39-4021.00	Funeral Assistant	Y
39-4021.00	Funeral Attendant	Y
39-4021.00	Funeral Greeter	N
39-4021.00	Funeral Home Assistant	Y
39-4021.00	Funeral Home Associate	N
39-4021.00	Funeral Home Attendant	N
39-4021.00	Funeral Service Apprentice	N
39-4031.00	Funeral Arranger	Y
39-4031.00	Funeral Arrangment Director	N
39-4031.00	Funeral Counselor	N
39-4031.00	Funeral Director	Y
39-4031.00	Funeral Director / Embalmer	Y
39-4031.00	Funeral Location Manager	N
39-4031.00	Funeral Pre-Need Consultant	N
39-4031.00	Licensed Funeral Director	N
39-4031.00	Mortician	Y
39-4031.00	Operations Manager	N
39-5011.00	Barber	Y
39-5011.00	Barber Shop Operator	Y
39-5011.00	Master Barber	Y
39-5011.00	Stylist	Y
39-5012.00	Barber Stylist	N
39-5012.00	Cosmetologist	Y
39-5012.00	Hair Dresser	N
39-5012.00	Hair Stylist	Y
39-5012.00	Hairdresser	Y
39-5012.00	Hairstylist	Y
39-5012.00	Manager Stylist	N
39-5012.00	Nail Technician	N
39-5091.00	Commercial Makeup Artist	Y
39-5091.00	Hair and Makeup Designer	Y
39-5091.00	Makeup Artist	Y
39-5091.00	Prosthetic Makeup Designer	N
39-5091.00	Special Effects Makeup Artist	Y
39-5092.00	Manicurist	Y
39-5092.00	Nail Technician	Y
39-5092.00	Pedicurist	Y
39-5093.00	Apprentice Cosmetologist	N
39-5093.00	Apprentice Stylist	N
39-5093.00	Assistant Hairstylist	N
39-5093.00	Hair Assistant	N
39-5093.00	Shampoo Assistant	Y
39-5093.00	Shampoo Person	N
39-5093.00	Shampoo Technician	Y
39-5093.00	Shampooer	Y
39-5093.00	Stylist Assistant	Y
39-5094.00	Aesthetician	Y
39-5094.00	Clinical Esthetician	N
39-5094.00	Esthetician	Y
39-5094.00	Facialist	N
39-5094.00	Lead Esthetician	N
39-5094.00	Medical Esthetician	Y
39-5094.00	Skin Care Specialist	Y
39-5094.00	Skin Care Technician	N
39-5094.00	Skin Care Therapist	N
39-5094.00	Spa Technician	N
39-6011.00	Bell Captain	N
39-6011.00	Bell Person	N
39-6011.00	Bellhop	N
39-6011.00	Bellman	Y
39-6011.00	Bellperson	N
